year,contaminant_level,ph,turbidity,dissolved_oxygen,nitrate,lead,bacteria_count,clean_water_access,infant_mortality_rate,gdp_per_capita,healthcare_access,urbanization,sanitation_coverage,rainfall,temperature,population_density,country_Brazil,country_China,country_Ethiopia,country_India,country_Indonesia,country_Mexico,country_Nigeria,country_Pakistan,country_USA,region_East,region_North,region_South,region_West,water_source_type_Pond,water_source_type_River,water_source_type_Spring,water_source_type_Tap,water_source_type_Well,water_treatment_method_Chlorination,water_treatment_method_Filtration,water_treatment_method_None
2018,1.83,7.68,1.51,6.29,22.01,3.89,198,75.31,35.02,2999,62.07,35.84,65.87,1912,28.89,1025,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2021,0.72,7.19,1.27,7.63,11.5,3.92,102,70.38,68.14,1795,50.08,41.12,67.34,376,22.26,272,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
2024,4.12,7.16,8.63,6.27,24.88,10.29,1288,58.85,71.89,1181,44.7,25.19,38.69,893,17.41,125,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2006,1.45,6.66,0.26,6.84,20.74,2.24,136,80.46,29.66,4738,64.43,59.74,70.74,2372,27.89,189,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2019,3.76,7.13,3.4,5.83,31.57,5.14,691,76.45,32.01,5301,71.94,59.19,85.04,3393,25.95,164,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
2007,2.19,7.76,2.31,7.64,19.48,5.04,172,85.08,15.08,13037,77.58,68.83,83.42,1184,15.1,122,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2001,2.82,7.43,4.43,6.38,21.06,5.01,561,76.89,31.65,4565,59.56,56.8,75.16,2050,27.25,110,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
2009,2.23,6.92,1.99,7.54,17.79,4.03,200,71.5,40.19,2284,44.38,34.48,68.16,920,25.28,442,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
2000,2.6,6.86,4.02,6.97,18.09,5.57,639,63.15,76.96,1389,46.2,36.79,64.36,520,20.36,286,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
2002,1.47,6.46,0.47,8.61,17.29,4.05,57,79.09,31.73,4622,64.23,66.21,72.83,2036,26.1,123,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2018,2.06,7.1,1.48,7.78,19.07,3.99,248,65.71,75.73,2560,40.8,58.44,56.54,1440,27.06,364,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2021,0.63,7.33,0.62,8.37,8.76,2.46,17,53.06,58.82,1267,43.57,27.55,47.5,934,15.74,116,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2012,1.08,7.53,0.95,8.55,22.7,3.04,4,73.89,36.88,2520,55.19,39.67,69.75,2758,23.37,1494,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
2014,0.73,7.04,0.15,8.65,10.14,0.05,3,89.42,24.87,9769,72.8,93.01,81.85,1774,18.76,32,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2012,0.86,7.13,1.49,7.63,13.01,1.6,3,88.04,6.47,12503,73.87,64.52,94.46,1274,13.98,203,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2022,0.45,6.71,1.46,8.54,8.97,0.05,31,99.7,11.13,54135,90.97,89.02,86.18,1077,9.68,39,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
2005,2.0,6.67,2.38,7.32,14.38,4.35,206,63.24,71.07,1591,57.05,42.8,63.63,447,23.08,198,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
2018,3.44,7.07,5.7,6.37,17.82,9.31,697,55.15,63.6,1206,45.48,28.62,38.06,945,18.5,140,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
2014,3.01,7.16,3.25,5.94,24.31,6.24,342,74.67,37.03,2629,59.87,38.14,70.3,1163,25.23,489,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2008,0.3,7.34,1.98,9.26,6.33,1.62,3,88.01,14.93,43251,73.84,83.67,95.67,865,12.82,49,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
2024,0.46,7.23,0.72,8.4,14.65,1.82,3,71.0,61.0,1818,49.5,38.11,69.42,504,23.6,347,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2008,3.68,6.85,8.99,4.98,26.84,8.33,715,67.81,39.9,2016,49.87,40.29,62.16,1719,24.23,1700,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2002,1.19,7.45,0.15,9.15,9.78,1.99,5,99.6,6.51,50683,88.72,81.17,87.57,1053,16.85,38,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
2023,1.47,7.2,1.89,7.65,16.72,2.29,81,85.87,22.82,8918,68.82,90.85,66.09,1728,23.84,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2016,2.63,6.95,3.62,6.54,20.45,9.19,265,69.76,39.26,2523,58.64,36.74,78.68,1000,24.8,439,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2005,2.37,6.71,3.33,6.78,14.62,5.06,509,91.79,20.73,12053,63.65,60.67,76.78,843,11.5,177,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2011,2.36,6.61,3.57,6.7,25.97,3.38,241,78.32,35.6,3262,58.32,32.3,79.51,2307,23.68,949,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2019,1.05,6.97,0.15,7.99,9.6,2.67,4,92.49,9.41,49107,84.82,83.3,99.5,892,11.45,42,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
2022,0.93,6.93,0.58,8.21,14.62,3.1,87,92.08,9.66,15212,73.05,71.89,93.99,1160,13.18,140,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2000,2.69,7.33,3.21,5.78,17.63,6.22,533,49.35,65.22,1155,40.21,15.15,45.73,614,24.16,175,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
2022,2.49,6.95,5.47,6.2,21.14,5.88,585,92.43,15.53,12022,76.21,61.01,82.09,932,14.59,141,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2023,0.65,6.98,0.74,8.99,8.15,4.35,3,99.7,9.0,55328,95.36,86.42,94.0,931,14.66,22,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
2001,1.47,7.34,0.59,8.54,14.77,2.93,20,74.7,27.66,4651,69.02,57.21,65.83,1814,25.35,129,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2006,0.8,6.8,0.15,8.02,9.18,0.36,3,96.48,9.24,12059,74.31,61.64,94.13,766,13.96,110,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
2000,2.54,6.73,2.72,7.54,16.07,6.47,515,65.42,66.5,1580,42.66,42.67,65.17,502,22.06,317,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
2001,2.2,6.72,3.28,8.29,13.28,4.36,875,98.29,10.4,49652,87.4,76.27,87.66,814,12.2,53,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
2000,2.4,6.14,5.81,6.21,20.89,7.36,505,72.65,72.69,1668,56.55,35.69,64.54,622,23.66,256,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2017,3.58,6.82,5.47,5.7,32.95,8.16,959,76.04,33.14,4424,63.48,57.08,73.31,3600,24.91,222,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2001,1.27,6.31,1.2,6.62,14.82,6.08,59,59.49,71.7,2254,49.88,57.83,50.63,1010,27.97,242,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2018,1.83,7.08,2.03,7.57,23.11,4.65,266,80.27,32.07,4642,70.77,60.12,75.16,2623,24.44,121,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2011,2.64,6.75,3.18,7.12,27.27,6.12,297,76.64,37.97,2676,56.51,46.14,64.82,2473,25.19,1627,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2018,1.65,7.52,3.49,6.62,14.54,4.7,383,68.24,71.62,1824,52.65,39.33,66.63,438,26.86,220,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2014,2.39,6.62,3.31,6.76,22.26,6.3,417,77.32,29.96,4783,70.66,64.21,72.19,2532,25.51,137,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2021,2.29,6.83,3.53,7.96,10.8,4.35,255,99.7,9.84,57353,97.74,81.72,95.88,770,12.59,46,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2000,0.96,6.86,1.4,8.19,17.05,4.05,34,77.48,25.64,4166,63.28,61.29,74.51,2678,25.68,92,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2006,2.32,7.17,2.11,7.5,16.49,3.72,248,84.44,20.32,4886,67.52,53.62,74.98,1890,24.02,141,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2021,1.27,7.07,1.83,9.5,14.48,2.4,43,52.35,63.54,1169,34.07,28.64,38.68,979,17.34,144,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2010,1.88,6.88,1.83,6.92,12.97,4.23,189,64.11,75.74,1986,34.97,51.7,51.31,1038,26.83,218,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
2022,2.58,7.53,4.34,7.98,23.95,7.16,298,79.65,33.24,3091,45.94,42.59,72.14,1829,22.8,1337,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2015,2.8,6.25,3.11,6.53,27.17,7.43,332,78.93,27.83,5032,70.64,50.86,69.86,2873,25.07,122,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2016,2.33,6.4,3.52,6.38,14.24,8.55,542,64.77,70.63,1842,53.86,39.56,72.8,589,24.54,322,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
2012,2.73,6.78,6.11,7.05,16.48,4.25,727,70.02,65.08,1631,58.06,37.27,68.01,400,25.36,288,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
2012,2.95,7.1,3.8,5.99,21.53,6.27,467,65.23,72.77,1623,60.36,32.19,62.62,522,25.24,399,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
2019,2.53,6.96,1.86,7.33,12.36,6.11,150,54.43,64.45,1178,42.02,18.08,41.53,769,17.38,106,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2011,2.05,6.33,2.0,6.51,14.09,3.74,265,90.54,26.63,8162,60.44,85.1,86.1,1821,22.44,18,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2018,1.8,7.55,3.23,7.2,18.89,5.16,328,62.19,74.02,1835,62.7,35.81,65.67,700,27.23,366,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2011,0.88,7.18,0.15,8.42,8.14,3.05,14,96.32,9.49,56472,83.58,81.91,98.8,1116,14.89,34,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False
2001,1.75,7.5,2.28,6.98,12.06,4.07,239,82.3,22.4,8878,71.67,80.13,92.04,633,22.84,64,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2020,4.49,7.18,8.95,5.98,22.43,12.53,1938,51.14,66.24,1333,49.66,34.84,38.89,1003,19.44,112,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2004,1.8,7.8,0.45,8.84,16.21,1.87,42,85.73,8.19,11900,72.49,69.34,91.47,1159,13.24,133,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2022,1.76,7.05,3.0,7.93,17.06,5.59,320,60.42,77.33,2303,49.98,54.47,40.99,778,26.52,348,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2016,1.52,7.42,2.66,6.68,21.91,3.05,249,66.88,37.8,2558,59.06,38.83,76.03,2603,28.89,1245,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2014,2.63,7.04,3.45,7.12,15.73,5.86,526,64.09,71.13,1748,57.21,38.71,69.98,543,24.7,329,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
2017,2.47,7.03,3.31,7.32,17.02,7.6,500,98.04,17.49,12123,71.62,78.14,99.5,1142,22.08,55,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2015,3.98,6.28,7.11,5.84,23.04,6.97,1836,64.6,83.63,2101,40.39,56.4,52.43,748,26.34,237,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
2001,0.92,6.42,2.31,7.3,15.44,3.33,193,93.88,15.13,40859,88.21,75.14,89.46,1037,16.42,45,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2001,4.21,7.19,10.78,5.14,30.14,8.42,1389,70.86,39.15,2662,50.6,37.88,70.07,2460,25.1,1700,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
2009,2.15,7.25,2.04,7.64,23.51,4.21,195,77.48,32.16,4870,71.81,55.39,75.14,2314,22.8,147,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2021,1.7,7.53,0.57,8.12,7.33,4.48,130,90.01,14.36,11413,72.48,80.5,90.1,769,17.66,59,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2007,2.84,7.58,3.57,6.79,21.03,6.98,488,79.64,25.72,4561,61.06,53.84,74.35,1618,25.94,132,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2001,2.77,6.65,4.32,5.59,28.59,10.96,726,69.45,36.59,2420,56.38,43.28,66.49,1723,24.62,1462,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2017,2.0,7.08,5.2,6.69,15.99,3.71,673,95.89,14.69,11027,72.53,84.78,90.22,858,21.88,50,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2002,0.88,7.21,1.18,8.1,7.6,4.01,40,56.54,64.86,1362,55.24,32.93,65.47,548,20.44,280,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
2024,2.71,7.01,6.53,5.35,20.14,6.05,1313,66.65,81.46,2452,57.0,47.06,51.46,836,26.61,213,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
2015,2.65,6.9,5.33,6.81,16.3,8.36,416,59.63,83.1,1961,42.82,49.01,53.42,1198,25.4,136,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2012,3.58,6.85,6.27,6.8,24.09,7.47,846,63.98,69.29,1505,42.83,41.26,64.79,510,25.73,326,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
2008,3.57,6.91,5.96,6.89,30.4,6.91,1071,76.2,36.25,4166,56.7,53.6,65.56,3173,25.91,156,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2002,3.59,7.01,5.87,5.7,30.55,6.77,1072,71.2,46.12,2628,58.84,35.15,72.23,2105,29.03,1088,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2002,2.73,7.33,4.39,6.43,22.72,7.59,504,58.07,76.82,2385,50.91,61.14,43.18,1186,20.26,365,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2024,0.54,7.19,0.93,8.72,6.52,2.99,3,95.14,15.41,9934,69.69,82.0,85.51,551,20.67,63,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2001,0.73,6.75,0.73,9.18,10.99,1.59,3,99.49,2.0,61452,94.39,82.14,99.5,789,13.1,49,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
2000,1.38,6.45,1.38,8.31,9.84,4.32,256,99.7,12.61,43381,93.9,78.99,90.87,893,12.0,24,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
2011,1.65,7.27,3.26,8.62,16.72,6.86,248,92.28,11.49,13261,70.9,70.61,92.3,1077,13.02,170,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2019,4.31,6.4,8.81,5.61,25.83,8.15,2574,70.39,40.2,2403,60.18,37.01,64.55,1012,23.69,445,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2013,1.85,7.12,1.3,7.74,17.57,3.7,126,82.23,29.2,4683,71.88,55.17,78.96,2086,26.69,164,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2004,2.33,7.8,2.67,7.33,17.99,5.83,505,89.59,9.35,13192,75.29,67.09,90.07,843,13.58,112,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2002,2.56,7.49,3.24,7.61,23.25,2.98,440,76.67,26.97,4493,62.34,54.48,77.89,2809,25.02,192,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2016,2.19,7.18,3.84,6.81,14.66,5.15,333,90.86,9.68,10903,69.37,65.51,81.31,1001,14.89,147,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2004,2.9,7.67,4.32,6.44,22.31,6.33,617,63.45,81.74,2015,44.3,54.57,53.75,1139,28.57,178,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2009,2.56,6.98,3.0,5.52,23.45,4.92,398,81.15,28.96,4714,62.25,59.58,72.46,2600,24.9,126,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2001,2.12,7.43,1.09,6.75,20.76,3.5,113,74.4,37.24,2967,56.3,35.92,68.88,1718,24.68,949,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
2013,3.34,6.66,3.95,6.79,23.01,5.9,524,83.5,21.31,7540,75.23,84.32,76.69,1841,26.38,28,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2001,3.24,7.0,8.99,5.32,27.52,8.32,1585,74.46,45.44,2538,53.31,38.51,64.15,1267,24.55,590,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2015,0.74,7.17,0.46,8.97,4.55,1.8,20,97.15,11.2,12242,80.24,77.09,94.63,710,18.15,74,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2003,1.43,6.53,1.0,7.38,17.55,4.29,126,85.45,24.61,9082,76.22,86.31,83.92,1743,27.73,22,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2023,1.22,6.14,0.15,8.4,10.11,0.05,88,98.53,13.33,51992,91.27,83.89,98.63,787,13.94,50,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
2024,3.08,6.51,6.2,5.81,23.68,7.37,840,92.99,19.81,9551,71.85,87.27,88.08,899,21.12,47,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
2004,3.2,7.06,4.36,6.13,26.14,7.4,790,77.73,41.75,2432,51.26,46.06,67.02,955,30.64,577,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
2001,3.56,6.91,7.71,6.1,26.51,6.53,1758,77.59,35.0,4014,67.33,48.0,73.55,2118,28.18,149,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
2021,2.81,7.72,5.06,5.96,18.14,7.21,1688,63.97,78.87,2679,54.42,57.28,47.92,759,23.73,270,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2021,0.55,6.94,0.67,9.52,9.4,1.6,3,91.31,10.25,11438,75.1,58.24,92.04,1009,9.51,225,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2001,0.94,7.17,1.49,8.56,12.04,1.51,16,52.24,61.78,1167,43.26,27.75,48.53,797,17.48,113,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2011,3.55,7.04,6.78,5.98,29.36,9.92,635,69.98,40.69,2730,47.48,41.8,69.59,2687,31.75,1700,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
2016,3.44,7.01,6.7,5.55,17.97,6.91,659,98.1,17.06,11660,78.13,80.42,91.05,801,25.12,63,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
2023,2.53,7.04,2.98,6.42,15.37,6.79,302,74.11,65.81,1810,45.68,39.69,63.75,450,25.17,380,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2022,2.44,6.92,2.67,6.42,19.21,2.15,240,91.87,18.64,9296,71.78,84.78,86.84,2038,25.3,29,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016,4.13,6.32,5.95,5.92,21.83,12.09,1003,57.06,82.13,2202,43.71,47.21,42.64,1264,26.9,172,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2017,1.71,7.04,0.61,8.46,24.69,2.42,63,81.26,26.03,4669,55.82,64.18,74.06,2488,21.32,161,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2017,3.07,7.1,3.66,8.39,18.34,5.64,268,93.63,11.35,13262,70.87,60.42,92.19,1422,14.52,162,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2024,1.33,7.47,0.15,7.46,14.79,4.39,22,73.17,26.06,4731,62.87,61.99,78.21,1580,26.19,120,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2007,1.98,7.26,2.64,7.07,13.2,5.57,383,93.66,17.97,9564,81.81,78.39,82.48,688,17.0,53,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2005,2.36,7.25,3.39,7.43,14.88,5.37,472,89.42,22.39,9926,69.8,86.15,90.31,531,21.12,83,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2007,2.58,7.04,2.85,7.56,16.49,6.26,531,93.56,23.55,9181,62.44,85.53,82.83,1740,24.12,21,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2005,1.79,7.11,0.35,6.82,13.19,4.47,118,69.02,67.38,1659,60.79,38.34,65.12,404,28.53,263,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2009,0.83,6.5,0.15,9.36,8.27,2.33,3,96.17,16.28,12065,63.36,61.97,81.23,882,12.38,210,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
2007,3.02,7.21,4.51,6.58,21.18,7.76,472,70.56,38.42,2779,63.2,39.24,76.54,977,26.74,418,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2014,2.92,6.71,5.25,6.85,18.99,4.88,914,75.1,33.83,4637,68.79,63.24,78.7,2126,27.31,167,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2013,2.69,7.04,4.41,6.44,21.66,5.6,394,73.68,39.8,2453,63.52,36.74,66.85,1193,20.07,422,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2006,2.41,6.66,2.65,6.29,27.25,4.51,270,67.45,45.94,2733,58.17,37.23,70.03,2156,30.47,1491,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2017,1.96,7.37,1.37,7.04,19.85,3.64,389,79.62,40.56,2590,50.18,35.41,75.47,1438,23.19,398,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
2012,0.96,7.03,0.59,7.92,13.08,3.73,19,61.06,74.04,2184,48.37,59.98,50.66,1186,26.61,182,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2016,1.21,7.02,0.52,9.09,20.82,4.56,40,69.63,37.04,3272,60.32,45.09,70.07,2123,24.25,1335,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2018,1.84,6.94,1.03,7.52,13.96,5.53,137,57.21,60.15,1328,46.77,23.16,36.53,880,21.78,135,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2015,1.29,7.19,0.35,8.98,9.84,3.99,3,81.76,37.81,2372,59.46,42.66,75.45,762,24.0,428,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2004,1.49,6.85,1.42,8.61,19.69,3.78,85,73.72,39.9,3923,60.68,49.54,76.06,2848,22.5,179,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
2001,2.44,7.11,3.26,6.04,22.19,3.91,335,78.34,32.43,2340,55.77,38.94,74.59,1286,23.17,692,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,2.16,7.74,3.07,7.07,24.16,3.88,352,84.0,23.51,5146,65.07,63.63,72.0,2072,27.74,98,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2018,1.37,6.55,1.72,7.96,13.21,2.2,50,59.6,58.89,1268,42.39,23.4,54.11,883,22.12,216,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
2015,1.08,7.48,0.21,8.24,10.26,2.05,29,92.43,22.48,10216,78.21,83.04,97.06,725,25.55,45,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
2018,3.55,7.07,7.85,5.28,25.34,8.55,1160,71.74,72.62,2394,52.41,60.99,54.24,1393,29.22,260,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2021,2.01,6.42,2.28,7.1,15.48,4.7,417,90.81,17.97,10180,74.92,90.87,80.21,1820,26.15,20,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2018,1.89,6.74,1.77,7.18,15.0,4.77,297,92.06,12.85,13621,78.17,69.1,81.91,943,15.02,185,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2014,2.36,7.76,2.0,7.39,14.94,7.74,305,86.17,13.45,11267,72.19,68.86,79.61,728,13.07,157,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
